un,vn,x,y,u,v
-0.027326023,-0.027676345,191,21,-0.047177257,-0.086737389
-0.046826021,-0.029652663,201,21,-0.071309045,-0.094538287
0.032962815,-0.015764964,211,21,0.003520314,-0.086926071
-0.019782684,-0.018301474,221,21,-0.054260717,-0.096302199
-0.014112302,-0.018806873,231,21,-0.05345173,-0.104155437
-0.033323215,-0.035598805,241,21,-0.077063317,-0.128604709
-0.02293453,-0.083321011,251,21,-0.07027761,-0.183918511
0.048016735,0.002638977,261,21,-0.001776813,-0.104886907
0.024450147,0.039319277,271,21,-0.026357138,-0.073652313
0.014451211,-0.061395184,281,21,-0.035847326,-0.177397169
0.051154724,0.013484811,291,21,0.002669974,-0.102332088
-0.035334768,0.005086477,301,21,-0.081210571,-0.106971418
0.063081985,-0.029707831,311,21,0.019974818,-0.134707089
0.033054803,-0.084881543,321,21,-0.007648113,-0.180346515
-0.029409302,0.037981478,331,21,-0.068333064,-0.046529783
0.054150172,-0.044538439,341,21,0.01637542,-0.117623094
-0.060335804,-0.059225917,351,21,-0.09745168,-0.121060265
0.02509997,0.022204768,361,21,-0.011677162,-0.02889887
-0.023457,-0.003199612,371,21,-0.060082394,-0.044222709
0.022323529,-0.054511768,381,21,-0.014258736,-0.086135351
0.014487683,0.012298386,391,21,-0.022123887,-0.010624732
-0.019002031,-0.095227213,401,21,-0.05569624,-0.110198505
0.051013213,0.037137764,411,21,0.014209121,0.029286275
0.037920491,0.012860703,421,21,0.001024829,0.011207448
-0.027961227,-0.007486735,431,21,-0.064868539,-0.003922603
0.06224314,-0.040685725,441,21,0.025466964,-0.032889364
-0.069432257,0.009477249,451,21,-0.105886561,0.020574716
0.06500327,0.040890018,461,21,0.029085366,0.05445573
0.040563675,-0.047536404,471,21,0.005396082,-0.032213838
0.070387823,0.048535199,481,21,0.036165241,0.065029146
-0.009073641,-0.034377745,491,21,-0.042186695,-0.017179966
0.004583389,0.021504064,501,21,-0.0272902,0.039041819
-0.022971927,0.037042139,1,31,0.019073787,0.081427179
0.016413497,-0.038398362,11,31,0.059459289,0.008499977
0.096432554,0.001347885,21,31,0.140199,0.050829902
-0.076490572,-0.003132446,31,31,-0.032434091,0.048872049
0.004493411,0.008622013,41,31,0.04822542,0.062871963
-0.011088805,-0.039742491,51,31,0.031502872,0.016153633
-0.009742657,0.05918238,61,31,0.030706745,0.115688919
-0.00689387,-0.045435938,71,31,0.030290263,0.01011918
0.047450088,-0.017317369,81,31,0.080243638,0.03518085
-0.048601802,0.013132259,91,31,-0.021177075,0.060020377
0.011406709,-0.03384195,101,31,0.032762823,0.004644525
-0.015010158,0.04139958,111,31,-7.37E-05,0.068717263
-0.019096577,0.072179662,121,31,-0.010562758,0.085824709
0.010098567,0.034194005,131,31,0.012659873,0.032162395
-0.010642103,0.004121494,141,31,-0.013092253,-0.014626077
-0.080072281,0.053224731,151,31,-0.086091032,0.018610596
0.018783043,0.043607336,161,31,0.010379789,-0.00350967
-0.135411978,-0.001507715,171,31,-0.146315271,-0.056695516
-0.047109992,0.007451163,181,31,-0.061770198,-0.052950233
-0.003626454,0.086858089,191,31,-0.023364863,0.021808857
-0.061058388,-0.095768967,201,31,-0.086726828,-0.166180755
-0.021376582,-0.070239576,211,31,-0.053428258,-0.147104851
0.01151702,-0.024132611,221,31,-0.027118648,-0.10856107
-0.017618942,-0.00440099,231,31,-0.062810935,-0.097416871
-0.040524725,0.03503928,241,31,-0.091932576,-0.067407284
0.002932584,0.057528866,251,31,-0.053899868,-0.054809537
-0.019482068,0.018510147,261,31,-0.080376486,-0.103455107
0.026588552,-0.055188347,271,31,-0.036434153,-0.185347983
-0.029000864,-0.02879679,281,31,-0.091886434,-0.164193707
-0.008759464,0.054001668,291,31,-0.06941974,-0.082195835
-0.00874124,-0.045827724,301,31,-0.065851717,-0.177609063
-0.030029612,0.039163185,311,31,-0.083325871,-0.083392365
0.003677847,0.063432343,321,31,-0.046399572,-0.046539855
-0.104413678,-0.042596238,331,31,-0.152224033,-0.138423783
0.014521774,0.06966571,341,31,-0.031891289,-0.011903904
0.067174538,0.024814427,351,31,0.021561333,-0.043207208
0.04067136,-0.007404512,361,31,-0.004475892,-0.062879964
0.057793179,0.072373423,371,31,0.012951273,0.028452566
-0.007198072,-0.01617651,381,31,-0.051814416,-0.049429528
-0.083624707,-0.054744631,391,31,-0.128075117,-0.078152514
-0.003251398,-0.024762317,401,31,-0.047593299,-0.039182998
0.039720286,0.016987007,411,31,-0.00454767,0.010573701
-0.035777494,0.021502058,421,31,-0.079944442,0.021971155
0.132890884,-0.053574443,431,31,0.088941376,-0.04744222
0.011436072,-0.050222223,441,31,-0.032092682,-0.039645902
-0.07221526,0.028507175,451,31,-0.115063495,0.042401572
-0.032195441,0.010043185,461,31,-0.074088215,0.026282801
-0.059457437,-0.100792549,471,31,-0.100139858,-0.083005698
0.042499982,0.036647626,481,31,0.003241345,0.055352193
-0.031765303,0.02549009,491,31,-0.069436431,0.044630573
0.015434579,-0.089801035,501,31,-0.02053446,-0.07058368
-0.0927503,0.054618332,1,41,-0.04598233,0.101534744
-0.024134959,0.04354141,11,41,0.024383078,0.093627863
-0.025007546,-0.033886376,21,41,0.025076678,0.019627727
-0.078261506,0.000889785,31,41,-0.02697399,0.057985831
0.018856621,0.064981375,41,41,0.070741762,0.125602879
0.059508175,0.047210005,51,41,0.111086452,0.110933695
0.090307284,0.055623922,61,41,0.140356365,0.121463951
0.018633831,-0.027769838,71,41,0.0656713,0.038446013
0.073303253,0.001259673,81,41,0.115749289,0.065255981
-0.048835109,0.004068575,91,41,-0.012413452,0.062490389
-0.086619143,0.054413272,101,41,-0.05727896,0.103468134
-0.00355134,0.061802607,111,41,0.01812158,0.09768117
-0.021196478,0.052401899,121,41,-0.007358908,0.071553642
0.017288409,-0.014956847,131,41,0.023521208,-0.015800505
0.055467515,-0.00628445,141,41,0.055074338,-0.029838075
0.021111771,-0.075182232,151,41,0.016421027,-0.121465899
-0.157714882,-0.012074295,161,41,-0.164082986,-0.074511476
0.005899031,-0.044791956,171,41,-0.002305875,-0.11313461
0.031219678,0.034720608,181,41,0.018573518,-0.034758914
0.002882843,-0.040344161,191,41,-0.016282746,-0.111864237
0.097021179,-0.007671515,201,41,0.070375309,-0.083572565
0.005960921,-0.060641824,211,41,-0.028663129,-0.143029526
0.092473909,-0.079045021,221,41,0.049486186,-0.169711999
0.037628162,0.020784916,231,41,-0.014005529,-0.079826544
0.04124604,-0.045950211,241,41,-0.019043423,-0.158100906
0.007785758,0.027797951,251,41,-0.060623308,-0.09723762
0.067088591,-0.060155263,261,41,-0.008041127,-0.198686153
-0.006330587,-0.032222398,271,41,-0.085703398,-0.183309395
-0.034525382,0.001557329,281,41,-0.114750192,-0.158669254
-0.041545027,0.017443495,291,41,-0.119123002,-0.145658894
0.02723926,0.006203712,301,41,-0.045311356,-0.151710419
0.024500586,-0.092689303,311,41,-0.042519923,-0.23794746
-0.051326821,-0.121986733,321,41,-0.113821831,-0.249892305
0.030804767,0.057559579,331,41,-0.028651236,-0.05153425
0.067658473,-0.057970274,341,41,0.010033242,-0.149022225
0.063302301,-0.056157697,351,41,0.006780476,-0.130864849
-0.018350156,-0.057132124,361,41,-0.074123507,-0.117248116
-0.046532731,-0.02438681,371,41,-0.101705793,-0.071352232
-0.057443981,0.024265019,381,41,-0.112086448,-0.010643591
0.042396697,0.004315872,391,41,-0.011782291,-0.019434942
-0.004666885,0.040890666,401,41,-0.058464008,0.027369503
-0.003132608,-0.005153028,411,41,-0.056601942,-0.009584493
-0.043499686,0.069829014,421,41,-0.096597753,0.073087598
0.020637521,0.06118438,431,41,-0.031905617,0.070575405
0.002031752,-0.00316476,441,41,-0.049651035,0.010818886
0.016729929,-0.034037322,451,41,-0.033729791,-0.016831942
-0.002889125,-0.017443583,461,41,-0.051775795,0.001857382
-0.014702038,-0.02497092,471,41,-0.061724978,-0.004448828
0.05539947,0.014540883,481,41,0.010453761,0.035630423
-0.009557707,0.024806976,491,41,-0.05228795,0.045989014
0.005892272,0.031930873,501,41,-0.034548652,0.052869809
-0.038646842,0.013931236,1,51,0.01304713,0.063143731
0.062302328,0.095546324,11,51,0.116668288,0.14861348
0.035899239,0.008852066,21,51,0.092928897,0.066276715
-0.052590083,0.02932221,31,51,0.006907844,0.091570968
0.002329049,-0.045634583,41,51,0.06380703,0.021748406
-0.078064485,0.100103727,51,51,-0.015509556,0.172565936
-0.014876631,0.022670462,61,51,0.047337926,0.099478133
-0.0349316,-0.000118906,71,51,0.025012917,0.079240413
-0.030099955,-0.010668098,81,51,0.025329998,0.068086875
-0.085406129,-0.021413519,91,51,-0.036638458,0.052247064
-0.024467966,0.067617189,101,51,0.016041622,0.13088734
-0.041970819,-0.050704557,111,51,-0.010573213,-0.003119907
-0.059878649,0.040972189,121,51,-0.037929199,0.06800446
0.044669393,-0.053170273,131,51,0.056983678,-0.05177862
-0.051488834,-0.086443172,141,51,-0.048514611,-0.117907458
-0.028652696,-0.095371308,151,51,-0.031897583,-0.169131764
-0.021681664,0.050261187,161,51,-0.027825746,-0.055727786
0.004199943,0.031488173,171,51,-0.001561595,-0.062738985
0.010693759,0.002043696,181,51,0.000253412,-0.0792507
-0.027110649,0.022366886,191,51,-0.045698961,-0.055799398
-0.030727154,0.005633766,201,51,-0.058261168,-0.07550121
0.037928467,0.087561254,211,51,0.000919163,-3.33E-06
-0.031790873,0.015031738,221,51,-0.079013117,-0.081449731
0.007882848,0.030368342,231,51,-0.05041985,-0.077391078
0.022652154,-0.057316471,241,51,-0.047476822,-0.178924548
0.048964635,0.030723309,251,51,-0.033207831,-0.107459184
0.039880507,-0.091035504,261,51,-0.053422838,-0.24812016
0.024558185,0.048777877,271,51,-0.077121197,-0.12782728
0.045554353,0.031333918,281,51,-0.059566455,-0.161577313
0.026751408,-0.033631132,291,51,-0.075687715,-0.233971735
0.041986091,0.024042244,301,51,-0.053057896,-0.17034931
0.026272638,-0.076818971,311,51,-0.060215309,-0.252642511
0.002052332,0.076939745,321,51,-0.077609142,-0.073551313
0.012755152,-0.082637961,331,51,-0.062448858,-0.207252924
-0.049847214,0.016047255,341,51,-0.122288485,-0.085461207
0.020774594,-0.079439082,351,51,-0.049844126,-0.161278126
-0.036974349,0.038084481,361,51,-0.106250719,-0.026948316
0.033676352,-0.028794692,371,51,-0.034501788,-0.079014614
-0.006879208,0.016324092,381,51,-0.074097208,-0.02034011
0.035923026,0.09306402,391,51,-0.03045306,0.069093632
0.026607308,0.014918724,401,51,-0.039054558,0.002736294
0.040162299,-0.10610348,411,51,-0.024858589,-0.10781163
0.038328491,-0.052263434,421,51,-0.025952321,-0.045304014
0.009822907,-0.051540448,431,51,-0.053389929,-0.037986025
-0.102864,-0.049479044,441,51,-0.164519845,-0.031322095
0.030782459,0.003776651,451,51,-0.028801888,0.024867793
0.034677945,0.067744705,461,51,-0.022406082,0.090498647
0.01621333,0.056252694,471,51,-0.038073894,0.079753291
-0.087168413,-0.007997426,481,51,-0.138490485,0.015609845
-0.013712294,-0.111409031,491,51,-0.062002881,-0.088131861
-0.009823747,-0.010352526,501,51,-0.055090455,0.012305968
-0.020447478,-0.029520091,1,61,0.036213025,0.021628614
0.01825749,0.052598323,11,61,0.078670796,0.108264232
-0.022373761,0.014542294,21,61,0.042064547,0.075524451
0.052334366,-0.041176936,31,61,0.120919896,0.026005298
-0.072247673,0.020396976,41,61,0.000309299,0.094645744
-0.049396122,-0.041607882,51,61,0.026442725,0.040320704
-0.030226998,0.065756605,61,61,0.047434151,0.155274793
0.028888993,0.048278715,71,61,0.105964257,0.143892886
-0.024241005,0.025891039,81,61,0.049028299,0.123929939
-0.026410071,0.009031446,91,61,0.039685239,0.103352302
0.00473127,0.009199595,101,61,0.061121562,0.092036998
-0.059828707,-0.101667669,111,61,-0.014289408,-0.037923023
0.032166324,-0.023337528,121,61,0.066656865,0.014957653
0.0801838,0.034693218,131,61,0.103345501,0.04068209
-0.017875999,-0.035052299,141,61,-0.006548248,-0.080796977
-0.046918528,-0.076879698,151,61,-0.043514425,-0.189013313
-0.009918761,0.023197945,161,61,-0.01359834,-0.113699842
0.039722432,0.006043421,171,61,0.030518294,-0.132042061
0.067870194,-0.07478344,181,61,0.057336556,-0.171445563
-0.043227374,0.036819988,191,61,-0.062021939,-0.047594141
-0.019651569,-0.036249533,201,61,-0.047996486,-0.12228147
0.019389942,0.058956618,211,61,-0.019447525,-0.033424848
-0.024631385,0.019934993,221,61,-0.075371085,-0.081768612
0.029589377,0.008787312,231,61,-0.034856393,-0.105230511
-0.000169541,-0.009807632,241,61,-0.080314678,-0.139844663
-0.005948571,0.028598398,251,61,-0.103580925,-0.122120132
0.043886592,-0.021418296,261,61,-0.072007376,-0.198145328
-0.007991425,0.033166273,271,61,-0.140400698,-0.174023371
0.016790649,-0.049268459,281,61,-0.125916672,-0.286426834
0.006447414,-0.065242364,291,61,-0.135710001,-0.320629947
0.05280997,-0.023049849,301,61,-0.078287571,-0.272490101
0.052384021,-0.011806942,311,61,-0.064183231,-0.231251541
0.057101504,0.045503008,321,61,-0.047875865,-0.134082627
0.122914751,0.041285934,331,61,0.025590426,-0.101389363
-0.157115098,0.001542625,341,61,-0.249369182,-0.111325709
-0.020222416,-0.086543,351,61,-0.108963776,-0.175918888
0.022095235,0.018085145,361,61,-0.064172409,-0.052182584
-0.004152503,0.008513519,371,61,-0.088635132,-0.045281937
0.021952786,-0.054231816,381,61,-0.061147065,-0.092881756
-0.013202672,0.002604705,391,61,-0.095147545,-0.021505596
-0.074585071,-0.018612464,401,61,-0.155531711,-0.028866452
-0.023956537,-0.00873327,411,61,-0.103931832,-0.006635591
-0.028869138,-0.048403022,421,61,-0.107581655,-0.036436759
-0.029389427,0.011364837,431,61,-0.106179643,0.030285284
0.022535202,0.029355253,441,61,-0.051510887,0.05259615
0.000845855,-0.027591078,451,61,-0.069743453,-0.002018051
-0.052737336,0.026781712,461,61,-0.119408869,0.053334935
0.107904447,-0.034042255,471,61,0.045361528,-0.007388572
0.002272699,-0.013862355,481,61,-0.05611349,0.01232546
-0.027468584,0.21445591,491,61,-0.081782799,0.239818383
-0.002740494,0.111234012,501,61,-0.05313158,0.135554591
0.053813873,-0.02029694,1,71,0.115250964,0.032305993
-0.089515203,0.03744427,11,71,-0.023136235,0.095135782
-0.054275718,0.022597943,21,71,0.017716037,0.086498093
-0.07301108,-0.049526318,31,71,0.005231319,0.021968605
0.046714284,0.015631689,41,71,0.131652033,0.09635002
0.002158965,0.013544171,51,71,0.093740251,0.105182105
0.046836157,-0.034404378,61,71,0.144018751,0.06940023
-0.044188733,0.018004581,71,71,0.055954027,0.133649183
0.092231506,-0.0400726,81,71,0.190798399,0.083732616
0.031178535,0.147653649,91,71,0.122564808,0.27111599
0.017340704,0.046104017,101,71,0.09702081,0.156952881
0.009260025,-0.001941349,111,71,0.075500421,0.08448717
-0.030772605,-0.018964572,121,71,0.022467428,0.035049552
-0.003913888,0.073879932,131,71,0.037005556,0.088731967
-0.023939942,-0.042948908,141,71,0.002898509,-0.10093722
-0.056375505,0.081768594,151,71,-0.04251448,-0.035160608
-0.069536957,-0.000381031,161,71,-0.066341918,-0.143740551
0.021640098,0.037078146,171,71,0.015737538,-0.110559855
-0.005093045,-0.025010523,181,71,-0.017503035,-0.133326742
-0.005477608,-0.028080093,191,71,-0.024881984,-0.117623811
-0.041601614,0.001673497,201,71,-0.070078188,-0.089154722
-0.072194455,-0.044189809,211,71,-0.111575728,-0.141262686
0.029604918,0.001454,221,71,-0.023010023,-0.104873363
-0.062672718,-0.012509353,231,71,-0.131513814,-0.131497249
-0.060769754,0.028309653,241,71,-0.149533339,-0.108151828
0.022148717,0.08031728,251,71,-0.090889884,-0.080571911
-0.133582559,-0.008854146,261,71,-0.275472435,-0.203922038
0.024519846,0.043956179,271,71,-0.149258598,-0.197617319
0.001761566,3.30E-05,281,71,-0.200641173,-0.2980636
-0.078051207,-0.057406896,291,71,-0.292731739,-0.40258527
-0.097056091,0.001930992,301,71,-0.297531768,-0.342562845
-0.074943271,-0.068186179,311,71,-0.245836416,-0.356364215
-0.055365728,0.055611168,321,71,-0.201284028,-0.162761073
0.044968253,-0.080291794,331,71,-0.084456515,-0.243944183
-0.076542628,0.013290689,341,71,-0.195028626,-0.11186806
-0.009307257,-0.00944061,351,71,-0.120660606,-0.106795813
0.045225235,-0.012003497,361,71,-0.061833562,-0.087874293
0.024713088,0.055100723,371,71,-0.079998892,-0.002693381
0.062561979,0.021925306,381,71,-0.040866559,-0.019101695
-0.020541909,0.059593642,391,71,-0.123062624,0.035361672
0.038365658,0.005193335,401,71,-0.063250382,-0.002255333
0.073026941,-0.030718164,411,71,-0.02735784,-0.023094213
-0.050416735,-0.06400723,421,71,-0.148650325,-0.045070425
-0.094295177,0.000136152,431,71,-0.188943808,0.026007087
0.043621312,-0.055444865,441,71,-0.046068076,-0.026127253
0.080314186,-0.014688712,451,71,-0.003562357,0.015875838
-0.053441911,-0.045269704,461,71,-0.131219942,-0.014705026
0.03656256,0.021981453,471,71,-0.035215002,0.051839688
0.03064315,-0.042671904,481,71,-0.035421349,-0.013938915
-0.01332293,0.084341029,491,71,-0.074029461,0.111701857
0.030822423,0.062251741,501,71,-0.02489335,0.088114531
-0.02302694,-0.005098921,1,81,0.042705321,0.048381364
-0.008947467,-0.010570579,11,81,0.062922594,0.048399277
0.03981739,0.007759767,21,81,0.118995681,0.07363526
0.030416402,0.021217111,31,81,0.118265955,0.095904817
-0.037167342,0.031400711,41,81,0.060822914,0.117436091
-0.049365362,-0.04430757,51,81,0.060063796,0.056304385
-0.040750279,0.040045576,61,81,0.08056835,0.158872892
0.084152342,-0.019288135,71,81,0.21564826,0.120479923
0.078867256,-0.037428213,81,81,0.214956636,0.12163282
0.110400751,0.016585366,91,81,0.241447488,0.183732183
-0.010350774,0.010520875,101,81,0.106088746,0.164367264
-0.043255283,0.006236063,111,81,0.054625732,0.125849522
-0.018126797,-0.023275315,121,81,0.062431981,0.052264722
-0.016112293,0.049336898,131,81,0.049312688,0.078335415
-0.012230875,-0.01201513,141,81,0.03815607,-0.040201069
0.077283443,-0.057341198,151,81,0.106508402,-0.159938961
-0.018332282,-0.063949282,161,81,-0.004678626,-0.19691792
-0.010167241,-0.099676276,171,81,-0.009719965,-0.237312422
-0.052302854,0.018714319,181,81,-0.062974825,-0.08279627
-0.059712338,0.030101061,191,81,-0.077694548,-0.063378862
-0.051999905,-0.084414801,201,81,-0.078728911,-0.180544209
0.047621155,-0.048205401,211,81,0.00991035,-0.150389867
0.006022694,0.043079069,221,81,-0.045742664,-0.067549173
-0.062918628,-0.019843108,231,81,-0.132860358,-0.142366244
0.021380516,-0.022336541,241,81,-0.072202618,-0.162385705
-0.071853527,0.093516276,251,81,-0.196542638,-0.073068739
-0.036543703,0.045121663,261,81,-0.202955205,-0.16265382
0.012379383,-0.012430327,271,81,-0.210770739,-0.28620929
0.026916928,-0.027209569,281,81,-0.271171508,-0.40745689
0.021143,-0.068934239,291,81,-0.369785738,-0.596459942
0.044093353,-0.022203536,301,81,-0.415314404,-0.62722894
0.058461272,0.001606064,311,81,-0.252158897,-0.429485365
-0.031494399,0.017738265,321,81,-0.250091631,-0.256452551
-0.001178734,-0.029164819,331,81,-0.176408289,-0.217694663
-0.013806892,0.087245853,341,81,-0.164825868,-0.051521175
0.067032119,-0.037199652,351,81,-0.07048464,-0.143069379
0.070790204,0.000700294,361,81,-0.060322416,-0.081003991
0.016685067,-0.030125853,371,81,-0.11268681,-0.092194378
0.028474644,0.038760383,381,81,-0.101696457,-0.005075567
-0.047072143,0.024153515,391,81,-0.178676064,-0.000205826
-0.07082969,-0.095929429,401,81,-0.203066485,-0.099074801
0.032480662,0.072694314,411,81,-0.098445479,0.088861848
0.054908963,0.043617964,421,81,-0.071671926,0.072574228
-0.030244257,0.026327556,431,81,-0.149316726,0.06107496
0.060407775,-0.080834145,441,81,-0.049209958,-0.044622754
-0.062080904,0.03774879,451,81,-0.161805342,0.073500604
0.003969235,-0.059440269,461,81,-0.086373483,-0.0249114
0.099212471,-0.076335127,471,81,0.017390589,-0.043392152
0.072883736,-0.008917692,481,81,-0.001291422,0.022215882
0.01333628,-0.037146465,491,81,-0.05396499,-0.00795066
0.014687313,0.059568695,501,81,-0.04640614,0.086793531
-0.083807664,0.05076797,1,91,-0.014585941,0.104511801
0.040369085,-0.00597474,11,91,0.116778031,0.053420646
