un,vn,x,y,u,v
-0.052209512,0.086847858,21,91,0.033089045,0.153515892
-0.023221924,0.037191365,31,91,0.073186678,0.113459059
0.045178226,0.005648634,41,91,0.155562093,0.094913808
-0.000724248,-0.033568486,51,91,0.127184865,0.073690234
0.075580586,0.005118995,61,91,0.224900576,0.137545456
-0.070689074,-0.085537357,71,91,0.102705665,0.081203106
0.06299388,0.046454954,81,91,0.257723204,0.254351153
-0.046483543,0.050075817,91,91,0.155428113,0.28923084
0.102060104,-0.006145773,101,91,0.287442036,0.222925307
0.01432254,0.003044175,111,91,0.167628298,0.175857297
-0.007297508,-0.034119255,121,91,0.115385348,0.071195199
0.030437174,-0.078243334,131,91,0.128001831,-0.030747425
-0.090780949,0.03827288,141,91,-0.015325709,0.034838918
-0.023292472,0.041412428,151,91,0.029422127,-0.011603476
0.045068728,0.024401845,161,91,0.07394067,-0.064617194
0.005835373,-0.064769753,171,91,0.01508751,-0.160297802
0.008969198,0.022770287,181,91,0.005036647,-0.072040624
-0.000646038,0.011612556,191,91,-0.014053818,-0.086300536
-0.061059221,-0.086922317,201,91,-0.08353099,-0.190061493
0.006824516,0.088126992,211,91,-0.026391431,-0.020623884
-0.029062067,0.131304622,221,91,-0.07640858,0.015991274
0.044404212,0.037103752,231,91,-0.021956589,-0.0878638
-0.006206544,0.017286465,241,91,-0.098218201,-0.123395875
0.030314386,0.002400328,251,91,-0.097051315,-0.164187142
-0.071663841,-0.056335724,261,91,-0.250524936,-0.266632325
-0.046463316,0.041090859,271,91,-0.308134057,-0.249950594
0.017207607,-0.06182544,281,91,-0.409919015,-0.549011836
-0.027991389,-0.003662589,291,91,-0.653980866,-0.757122311
-0.027730236,-0.05153289,301,91,-0.68708679,-0.846270004
0.000458137,-0.060646467,311,91,-0.593191335,-0.764998996
0.103976496,0.018749189,321,91,-0.234588101,-0.345070903
-0.001472722,-0.020440296,331,91,-0.231555377,-0.238930434
-0.031188552,-0.017411015,341,91,-0.215826264,-0.171481705
-0.054832929,-0.037819007,351,91,-0.2183072,-0.152427367
-0.005872247,0.094657651,361,91,-0.162183846,0.00771069
0.027395076,0.046316687,371,91,-0.131102806,-0.019311576
-0.002028696,-0.03127279,381,91,-0.168921887,-0.077685035
0.037748008,0.095250986,391,91,-0.140309133,0.071214158
0.026935316,-0.01138667,401,91,-0.159734404,-0.006970641
0.037210906,-0.037515726,411,91,-0.147936121,-0.006902504
0.088024427,-0.011610444,421,91,-0.084110636,0.031919066
0.037549199,0.053449296,431,91,-0.115970821,0.098704058
-0.028344897,0.003623988,441,91,-0.162921111,0.046685477
-0.01305833,0.01723135,451,91,-0.130926128,0.057698952
-0.122372966,0.07241539,461,91,-0.226272133,0.110505028
0.015953685,-0.023560441,471,91,-0.076317506,0.012190166
0.039744013,-0.031680895,481,91,-0.0426669,0.001635444
0.061127041,0.088736424,491,91,-0.012734943,0.119553575
-0.000176722,0.066118736,501,91,-0.066508042,0.094478725
-0.031078113,-0.047234722,1,101,0.04052448,0.006206899
-0.025947852,0.039038826,11,101,0.053563171,0.098025767
0.094680125,0.034701776,21,101,0.184244583,0.100912764
0.012989051,0.062153646,31,101,0.115613647,0.13810533
0.041689086,-0.011873692,41,101,0.16169353,0.077742273
0.050084626,-0.008391767,51,101,0.193824226,0.10129009
-0.013450182,0.142166413,61,101,0.163500058,0.282873718
-0.038261404,0.073490244,71,101,0.185660733,0.264580304
0.112305121,-0.000496641,81,101,0.400523594,0.272839871
-0.02332011,-0.014529556,91,101,0.34869511,0.37111703
-0.068313533,-0.021984056,101,101,0.366353454,0.416484741
-0.043183142,-0.001367233,111,101,0.247066466,0.284801239
0.025017558,-0.061360849,121,101,0.219737822,0.088153021
0.035907407,-0.068848128,131,101,0.17709251,0.00141821
-0.046590178,0.031761544,141,101,0.056345675,0.048769939
0.03238623,-0.071189299,151,101,0.103725543,-0.095919842
0.014373341,-0.061380498,161,101,0.057833567,-0.118040842
0.032494208,0.035044066,171,101,0.052941201,-0.043312242
0.061464201,-0.033405993,181,101,0.065233648,-0.127214059
0.004414168,0.042558598,191,101,-0.003217691,-0.063445534
0.067893434,0.017245083,201,101,0.05143223,-0.097128804
0.008525706,-0.096377729,211,101,-0.017512719,-0.215107333
-0.04431391,0.036628765,221,101,-0.083497133,-0.085020129
0.009173,0.043911937,231,101,-0.048420714,-0.083287342
-0.142036784,0.061808769,241,101,-0.224734468,-0.077475623
-0.065698614,0.083956549,251,101,-0.183007918,-0.078068471
0.009626665,-0.024217467,261,101,-0.158605433,-0.226904422
0.004348416,-0.005534898,271,101,-0.249997466,-0.288134217
0.065243291,-0.039181599,281,101,-0.424256927,-0.611575052
-0.065627682,-0.049443988,291,101,-0.724090416,-0.846946168
0.027198941,0.010309236,301,101,-0.670183551,-0.833884329
0.056564433,-0.053283817,311,101,-0.591538243,-0.822528562
-0.061778316,-0.01401508,321,101,-0.487805139,-0.462113929
0.064264586,-0.026030953,331,101,-0.202565387,-0.274149296
-0.036495177,0.000355732,341,101,-0.243433313,-0.168814232
0.000944137,0.038805567,351,101,-0.1814906,-0.083093181
-0.006183639,-0.143517813,361,101,-0.184567112,-0.233077899
0.036584061,0.033115341,371,101,-0.153635426,-0.0326557
-0.012532316,0.03870011,381,101,-0.230894973,-0.006802544
0.004789358,-0.0225584,391,101,-0.264661423,-0.04045216
-0.082166765,0.077389424,401,101,-0.451554205,0.109297494
-0.023919296,-0.078482746,411,101,-0.374017114,-0.021232298
0.032703338,-0.015983959,421,101,-0.222541416,0.046460221
0.001066576,-0.031551994,431,101,-0.199822357,0.023082103
0.053564198,0.043459143,441,101,-0.109750611,0.091272839
0.022178296,-0.029837572,451,101,-0.11458556,0.013975691
0.010587785,-0.104402422,461,101,-0.10680166,-0.063380032
-0.0267984,-0.036076931,471,101,-0.129295152,0.002220213
-0.011695486,0.053455875,481,101,-0.102081781,0.088776429
-0.011180296,0.043790842,491,101,-0.091295384,0.076017855
0.083348954,0.044607051,501,101,0.012142527,0.073847842
-0.112981886,-0.044668488,1,111,-0.040316366,0.008046893
0.040915135,0.019810293,11,111,0.121724523,0.077729523
-0.055866219,-0.042526239,21,111,0.03544726,0.02217405
0.044219272,0.010714115,31,111,0.149477441,0.084610556
0.045226405,0.133785905,41,111,0.16967083,0.220774895
-0.038290943,-0.032001802,51,111,0.113805862,0.074825409
0.158678443,0.078821023,61,111,0.353249702,0.218406221
-0.0229599,0.048578619,71,111,0.243365174,0.249885518
0.015134885,-0.04318317,81,111,0.431907015,0.31243561
0.038207012,-0.076809194,91,111,0.640626426,0.486440354
-0.033186255,0.061083668,101,111,0.595764778,0.6505134
0.090584934,-0.036136549,111,111,0.650736696,0.472555484
0.055680384,0.022707591,121,111,0.366261879,0.245850496
0.112444947,0.036934521,131,111,0.30548922,0.135372948
-0.014347652,0.001690329,141,111,0.117090911,0.038846775
-0.037113473,-0.004893739,151,111,0.051462243,-0.011243601
0.026242038,0.009418056,161,111,0.081201971,-0.032321046
0.068969154,-0.019731661,171,111,0.097094908,-0.092159463
0.052123182,0.021706783,181,111,0.06049672,-0.078331562
0.015159385,0.09391322,191,111,0.011289333,-0.028736613
0.000123898,0.077811402,201,111,-0.010506558,-0.057229439
-0.021444062,0.037617834,211,111,-0.038601538,-0.098198793
-0.000828773,0.008487065,221,111,-0.028886016,-0.122988901
0.036011005,0.01554583,231,111,-0.008588849,-0.114721636
0.003883376,0.025013004,241,111,-0.062935087,-0.112275332
0.024512259,-0.020950181,251,111,-0.07143255,-0.176802938
-0.041099407,0.010401028,261,111,-0.176943441,-0.180759821
-0.080151134,-0.054851641,271,111,-0.276808755,-0.312579696
-0.019334826,-0.022752296,281,111,-0.342357227,-0.443517783
0.067485462,-0.01814962,291,111,-0.503465678,-0.754005692
0.053874022,0.05973658,301,111,-0.571128876,-0.740324847
0.006350966,-0.037804713,311,111,-0.569196762,-0.760121376
0.019973168,-0.045423808,321,111,-0.344361943,-0.46544345
0.03863059,0.049374087,331,111,-0.216832853,-0.213146022
-0.007024168,-0.011966043,341,111,-0.212852464,-0.190369466
-0.0291803,0.041678912,351,111,-0.216657549,-0.082876
-0.003731334,0.007438197,361,111,-0.194856485,-0.079347939
0.065227029,0.011263229,371,111,-0.15177785,-0.047189967
0.034460935,0.04640572,381,111,-0.245152462,0.013407296
0.037726339,-0.019945392,391,111,-0.418998604,0.00564212
-0.027543482,0.057573623,401,111,-0.553201367,0.116691917
0.06335832,-0.024819547,411,111,-0.45401667,0.049467014
-0.040224682,0.032565607,421,111,-0.462703482,0.106750281
-0.046993991,0.068002515,431,111,-0.300201975,0.123715411
-0.010309359,0.058311152,441,111,-0.199841449,0.106308826
-0.076319326,-1.86E-05,451,111,-0.229528218,0.04555074
-0.012244149,-0.028694882,461,111,-0.141659571,0.015093513
-0.013777797,0.00694856,471,111,-0.125693035,0.047961712
-0.097870421,0.023159061,481,111,-0.195662958,0.060519371
-0.022547142,0.007511008,491,111,-0.108359076,0.040986819
0.057960385,0.053262875,501,111,-0.017522052,0.083108031
-0.042712395,0.062974236,1,121,0.029648426,0.11475364
0.07883289,-0.070034004,11,121,0.159017577,-0.01353462
-0.047383557,0.01635203,21,121,0.042890621,0.078936452
-0.016480796,-0.074698742,31,121,0.08720827,-0.00393502
-0.013320502,0.058326178,41,121,0.108906509,0.14066551
0.017241121,-0.058552183,51,121,0.166452258,0.041321164
-0.04477869,0.044469613,61,121,0.14684065,0.173707745
-0.014990695,0.099968558,71,121,0.252744697,0.288183453
-0.009278995,0.04426799,81,121,0.476209424,0.460882565
0.045862272,-0.040344423,91,121,0.686322842,0.552124274
-0.088634532,0.100816097,101,121,0.582981898,0.725044318
0.040308515,0.053739759,111,121,0.657563082,0.612410447
-0.010846151,0.001348073,121,121,0.384607055,0.29552601
0.045243186,-0.028395415,131,121,0.274426741,0.099016387
-0.01499073,-0.028046481,141,121,0.136552086,0.029015116
-0.023644498,0.014350999,151,121,0.077352736,0.02340793
-0.090689879,0.081325656,161,121,-0.028094713,0.049593019
0.120298417,0.025704359,171,121,0.151595153,-0.046543031
-0.036911505,-0.026279292,181,121,-0.029842987,-0.1422221
0.092466757,-0.022987675,191,121,0.085909202,-0.180457679
0.002884081,0.119779521,201,121,-0.005885635,-0.058034572
-0.006586636,-0.060471397,211,121,-0.015491352,-0.228246793
0.039339478,-0.034529802,221,121,0.023214617,-0.181660497
-0.009026184,0.05456259,231,121,-0.038998173,-0.080158884
-0.01665403,-0.008287463,241,121,-0.064484162,-0.143840641
-0.03678751,0.061569835,251,121,-0.106029754,-0.088714347
0.070380749,-0.050403285,261,121,-0.024944532,-0.231768196
-0.017621695,-0.049426534,271,121,-0.146133275,-0.285526313
-0.118809764,-0.069403804,281,121,-0.294110439,-0.399317577
0.027291354,-0.086536081,291,121,-0.225492549,-0.559768949
-0.003475318,0.003732161,301,121,-0.330403227,-0.568036472
-0.049017403,-0.040264899,311,121,-0.348117897,-0.539377391
0.023509244,0.112288244,321,121,-0.223177038,-0.254182229
-0.009852113,-0.104831629,331,121,-0.214068478,-0.360939226
-0.085307347,0.030911956,341,121,-0.266151042,-0.145848816
-0.014147303,0.020271271,351,121,-0.190029044,-0.099536283
-0.016479566,0.038708165,361,121,-0.205166022,-0.038604477
-0.01564943,-0.006556881,371,121,-0.24010829,-0.049387548
-0.046255628,0.004570343,381,121,-0.354597553,-0.003120741
0.035903612,-0.016041978,391,121,-0.462665936,0.028967821
0.012560388,-0.027708626,401,121,-0.54663336,0.041575597
-0.027698382,0.017477314,411,121,-0.579589762,0.095969766
0.040917006,-0.033769867,421,121,-0.429678241,0.038456
-0.024903116,-0.013299739,431,121,-0.302072458,0.031363132
-0.031836325,0.016793482,441,121,-0.234767968,0.061620209
0.015617854,0.040703115,451,121,-0.148683171,0.088705254
-0.111068472,-0.006997134,461,121,-0.250621829,0.041278594
-0.041933729,-0.036027522,471,121,-0.162573401,0.008874975
-0.06505978,0.021789713,481,121,-0.169678019,0.061548535
-0.008681266,-0.006949395,491,121,-0.099444105,0.027631453
0.023224344,-0.026426538,501,121,-0.055671834,0.003687391
-0.022273388,-0.046040547,1,131,0.048554052,0.004831487
-0.079689785,-0.062070836,11,131,-0.001858439,-0.00698625
0.006487534,-0.040061486,21,131,0.093213394,0.020359648
0.007602282,-0.033844929,31,131,0.105929721,0.033625749
-0.042244495,-0.021069506,41,131,0.071709495,0.056203478
-0.07051936,0.060995264,51,131,0.065363047,0.152832101
0.057273668,-0.046807036,61,131,0.225752565,0.068811008
-0.032071963,0.010836327,71,131,0.189874754,0.171844902
0.002983847,0.019225941,81,131,0.341414324,0.302069939
-0.014436952,-0.026030326,91,131,0.552311089,0.506316803
0.005915008,-0.069898463,101,131,0.618443812,0.509163707
0.019390974,0.073520762,111,131,0.577074331,0.588008121
-0.024320188,0.040898585,121,131,0.319335807,0.312436811
-0.054863851,0.034615766,131,131,0.16984525,0.177789359
0.01937173,-0.032011816,141,131,0.173994133,0.040481013
0.093569881,0.065706662,151,131,0.199154517,0.087589237
-0.016936733,0.017851461,161,131,0.049390342,-0.005712202
-0.024048337,-0.056613413,171,131,0.00712544,-0.131426714
0.031202723,-0.042625636,181,131,0.029927571,-0.187977786
0.020923139,0.050282318,191,131,-0.003464268,-0.194847914
-0.098505295,-0.101443679,201,131,-0.132646003,-0.414450965
0.009858947,-0.023582421,211,131,-0.002597602,-0.264607302
-0.027544918,0.053706933,221,131,-0.036190887,-0.117826029
-0.013024597,-0.026635371,231,131,-0.03078544,-0.166676578
-0.034024451,-0.075473007,241,131,-0.063742232,-0.209395029
0.013468218,-0.024317963,251,131,-0.029409503,-0.169910905
-0.077445622,0.031510944,261,131,-0.134825468,-0.142676839
0.015327524,0.020268527,271,131,-0.058132329,-0.20275848
0.004923531,-0.014096205,281,131,-0.086449392,-0.309198025
0.029414943,-0.020005955,291,131,-0.081970115,-0.398333011
-0.014418306,0.115085794,301,131,-0.144770488,-0.312804815
0.060856185,0.035096553,311,131,-0.079768282,-0.367834772
-0.024195108,-0.042102645,321,131,-0.165485792,-0.366600664
-0.068376173,-0.009207907,331,131,-0.207719378,-0.246800769
0.035920187,0.01791455,341,131,-0.10535208,-0.146286437
-0.020686646,-0.102637763,351,131,-0.171305069,-0.209776265
-0.129026734,-0.009588868,361,131,-0.299187067,-0.072150921
0.067275629,-0.028384104,371,131,-0.137778403,-0.053165772
-0.024209609,0.003523055,381,131,-0.293583732,0.016833581
-0.064960478,-0.017358566,391,131,-0.501700553,0.035451473
0.060600611,0.125266673,401,131,-0.452374489,0.195625656
-0.057699975,0.033317503,411,131,-0.563531394,0.106003124
-0.029634721,0.010941868,421,131,-0.429230958,0.062906037
0.076042016,0.056412245,431,131,-0.177689536,0.090386234
-0.012851641,0.049173564,441,131,-0.215376009,0.095631929
0.007173248,0.020833023,451,131,-0.166305552,0.078342051
-0.019224013,-0.019159859,461,131,-0.17039274,0.039243743
-0.085400016,-0.095162451,471,131,-0.215706261,-0.043878996
-0.050029294,0.073335561,481,131,-0.161188963,0.115929543
0.08666421,-0.06008689,491,131,-0.00804005,-0.024735088
-0.00942871,-0.090735245,501,131,-0.090503316,-0.060832152
0.013601353,-0.017254638,1,141,0.081967819,0.032944669
0.040641103,-0.117285396,11,141,0.114853816,-0.063306463
-0.067093451,-0.087749198,21,141,0.014327126,-0.029072931
-0.006865614,-0.093137699,31,141,0.08361188,-0.028370273
-0.004768743,0.013357812,41,141,0.09731369,0.086439956
0.014466027,-0.035313576,51,141,0.131722092,0.04985341
0.028959397,0.001395998,61,141,0.16650779,0.105551088
-0.022842266,0.010819962,71,141,0.142792464,0.147735516
-0.023231778,-0.033128293,81,141,0.184579337,0.16495012
-0.072272718,-0.046643022,91,141,0.206407768,0.254994572
-0.041362901,0.122968364,101,141,0.302640902,0.499925783
0.077824172,0.034185949,111,141,0.387563225,0.355901167
0.024360483,0.067477476,121,141,0.272907696,0.289073825
0.030791856,0.015234929,131,141,0.221214949,0.154720941
-0.077332572,-0.000840842,141,141,0.065184958,0.078439088
-0.041440934,-0.015903863,151,141,0.061776218,0.014990829
-0.067836422,-0.117525045,161,141,0.000657938,-0.133514866
0.043052589,-0.014582533,171,141,0.07647023,-0.090413517
-0.022355378,0.020706508,181,141,-0.030956049,-0.176853676
-0.001858318,-0.062768693,191,141,-0.042971587,-0.430489542
-0.000961197,0.003256135,201,141,-0.054363442,-0.404137763
-0.06014113,0.019451366,211,141,-0.110290544,-0.355594409
0.024561941,-0.002079257,221,141,0.009014865,-0.21033493
-0.001122898,-0.043823992,231,141,-0.012915128,-0.188262187
0.016122128,0.030600384,241,141,0.001251315,-0.101205044
0.056175699,-0.068441067,251,141,0.037078821,-0.209688803
-0.017797968,0.046813848,261,141,-0.041422498,-0.121794211
0.070474133,0.039850504,271,141,0.042556654,-0.177028206
-0.122450805,-0.018094649,281,141,-0.152505644,-0.309444102
0.020116875,-0.120932225,291,141,-0.004489433,-0.504851357
-0.091508856,0.018392329,301,141,-0.108046757,-0.418779459
-0.056002441,0.075384486,311,141,-0.082515997,-0.320625067
-0.106202517,-0.042042102,321,141,-0.156613399,-0.346641632
0.015853458,0.082041106,331,141,-0.059594827,-0.133191819
-0.056047721,0.023285901,341,141,-0.153414286,-0.119659672
-0.012918113,-0.092011291,351,141,-0.131245553,-0.179346895
-0.003934283,0.050362794,361,141,-0.145428293,0.005982521
-0.074017773,0.047009643,371,141,-0.243819984,0.037770587
-0.029516923,-0.007075842,381,141,-0.235633925,0.01500407
0.101898373,-0.078104521,391,141,-0.150674038,-0.030274494
-0.067423268,-0.042894498,401,141,-0.370991035,0.012691608
0.037560265,0.060889456,411,141,-0.258352547,0.102573466
-0.032655075,-0.072996138,421,141,-0.282627862,-0.044629017
0.046306734,-0.038111893,431,141,-0.175000278,0.000238364
0.029643015,0.043073027,441,141,-0.1868043,0.112457963
0.046413334,-0.043376861,451,141,-0.174788552,0.053352181
0.027830955,0.066436706,461,141,-0.151126371,0.148578873
-0.077353372,0.002763589,471,141,-0.221299756,0.063370116
-0.023563556,0.119480785,481,141,-0.140721762,0.164502574
-0.005248531,0.0086741,491,141,-0.102117029,0.043932442
0.011560435,0.045494581,501,141,-0.069846207,0.074508459
-0.02172046,0.013550852,1,151,0.043648906,0.06344691
-0.034100898,0.03152163,11,151,0.035823839,0.084887133
-0.02562237,0.016476738,21,151,0.049683631,0.074074548
-0.051629284,0.015419425,31,151,0.030096887,0.07840619
-0.014447144,0.037617285,41,151,0.074986451,0.107820369
-0.121741274,-0.009463005,51,151,-0.023045359,0.070956911
0.039541515,0.000188309,61,151,0.149332847,0.095886897
-0.032212323,0.026849935,71,151,0.090915018,0.146237018
-0.075059357,0.006690322,81,151,0.064651766,0.161745173
0.093405744,0.035634351,91,151,0.254160201,0.234611533
0.025362454,0.019912403,101,151,0.206848272,0.24774389
0.073965766,0.037836706,111,151,0.262327447,0.254291545
0.045184128,0.025515761,121,151,0.22101072,0.199308709
-0.051285021,0.00317604,131,151,0.100147686,0.126985461
-0.011454044,0.013170668,141,151,0.112424906,0.090958026
-0.011878456,0.027327271,151,151,0.085230388,0.062883654
-0.001948324,0.036092242,161,151,0.069394313,0.027321119
0.024532251,-0.052482237,171,151,0.068477391,-0.122262958
0.037358221,-0.017139235,181,151,0.035435565,-0.262543394
0.00658396,0.005670466,191,151,-0.030500723,-0.377586073
0.061411082,-0.014081016,201,151,0.009349389,-0.436293036
0.022318126,0.017181399,211,151,-0.03071224,-0.378304884
-0.018730209,-0.059039982,221,151,-0.047625499,-0.292223913
-0.055616885,-0.081580491,231,151,-0.065571899,-0.226092009
-0.041885539,0.065448531,241,151,-0.044379916,-0.063235183
-0.112685724,-0.073238046,251,151,-0.110105905,-0.210189192
-0.000908296,-0.007941504,261,151,0.007402729,-0.171960649
-0.002648806,-0.042514584,271,151,0.015111672,-0.258757092
-0.020458169,-0.055211748,281,151,0.022159095,-0.377173819
0.047226671,0.071783316,291,151,0.18303737,-0.469054451
0.066139876,-0.052886346,301,151,0.218257223,-0.645740492
-0.048906774,-0.00378162,311,151,0.070389317,-0.524699327
-0.003142643,0.025138414,321,151,0.030317855,-0.279744593
-0.023560649,-0.015186621,331,151,-0.043826861,-0.204003848
-0.006429858,0.054247048,341,151,-0.063774568,-0.059176616
0.001721643,0.005463845,351,151,-0.084421473,-0.054893157
0.022604103,0.089861699,361,151,-0.088430989,0.067449819
-0.011976256,0.004703629,371,151,-0.145813104,0.01024751
0.021506179,-0.037671726,381,151,-0.133400241,-0.010879764
-0.015535094,-0.004999145,391,151,-0.188378287,0.035482841
-0.011488231,-0.056901252,401,151,-0.196345281,-0.014057924
-0.066720029,-0.039425619,411,151,-0.256664774,-0.00248969
0.030688983,0.026989142,421,151,-0.163051039,0.063517273
0.001475069,-0.053158384,431,151,-0.213609918,0.009253363
-0.029366847,-0.097467567,441,151,-0.284583345,0.016927506
0.000382907,-0.072297446,451,151,-0.251575526,0.054299521
-0.066743834,0.00734798,461,151,-0.293300652,0.124885934
0.01539977,0.058820398,471,151,-0.145010893,0.129099865
0.010613524,-0.027762937,481,151,-0.10897021,0.017262729
-0.022016727,-0.027624363,491,151,-0.117586589,0.006101936
-0.048709109,0.041233389,501,151,-0.12778144,0.068626172
-0.022844457,1.69E-05,1,161,0.039389449,0.050035024
-0.094217084,-0.058756867,11,161,-0.028674089,-0.005455297
-0.081713366,-0.028121453,21,161,-0.012480621,0.029104959
-0.053217853,-0.088534714,31,161,0.02013496,-0.026424979
0.01094058,-0.035963662,41,161,0.088879116,0.032501685
0.028843656,0.047330466,51,161,0.111850582,0.124434701
0.044400069,0.011695552,61,161,0.132997463,0.100895949
0.012282745,-0.100669641,71,161,0.107216714,0.00537616
-0.048088092,-0.057808099,81,161,0.054591036,0.069939798
-0.060909965,-0.053234876,91,161,0.051662438,0.096994837
-0.012846919,0.000498649,101,161,0.110457524,0.164068313
-0.076677406,-0.068173212,111,161,0.053402425,0.09044653
-0.009197317,0.030872641,121,161,0.119372953,0.167240207
-0.031568361,0.018568656,131,161,0.087551279,0.123645688
0.028967868,-0.024616775,141,161,0.13399389,0.046699621
-0.010245807,-0.051156331,151,161,0.079026845,-0.014539085
-0.0182928,-0.041374578,161,161,0.055114367,-0.043601352
-0.02398928,-0.040042996,171,161,0.033365389,-0.095370097
0.058974464,-0.020882922,181,161,0.09253978,-0.180910425
0.034917643,-0.005417974,191,161,0.015970631,-0.343543973
0.050110112,0.061067053,201,161,0.012096286,-0.321194084
-0.00890935,0.049972338,211,161,-0.050075419,-0.300851224
-0.021060088,0.013381794,221,161,-0.044209861,-0.181467596
-0.085496991,-0.027079758,231,161,-0.089029828,-0.163919023
-0.097682586,0.083721655,241,161,-0.087447982,-0.040040637
0.01534028,0.016444905,251,161,0.038016973,-0.115932268
-0.02041951,0.047651239,261,161,0.017739717,-0.112236764
-0.047760656,0.058274289,271,161,0.016356556,-0.159417948
0.022319053,0.028342477,281,161,0.169845255,-0.389975903
-0.019403515,-0.058755297,291,161,0.19476219,-0.649188121
0.002707431,-0.009017266,301,161,0.224327921,-0.631655133
-0.03865561,0.004599398,311,161,0.153147755,-0.554888167
0.036514742,-0.001276784,321,161,0.129762043,-0.312251008
-0.086245898,-0.000638959,331,161,-0.070178943,-0.152918161
-0.004348765,0.030133408,341,161,-0.0312133,-0.043643014
-0.049499343,-0.068696813,351,161,-0.108351693,-0.092728778
0.034282351,-0.079165348,361,161,-0.050101511,-0.073253381
0.005818652,0.024952316,371,161,-0.098154747,0.048378991
0.063796279,-0.020028423,381,161,-0.054761206,0.014414829
0.026281988,0.098828388,391,161,-0.103096888,0.139563304
-0.030954377,-0.075661958,401,161,-0.168948029,-0.03335722
-0.004421314,-0.064776526,411,161,-0.151734221,-0.022618208
0.021596741,-0.004338476,421,161,-0.14149054,0.044116676
0.022438632,-0.07421379,431,161,-0.190389814,0.017851357
-0.062758338,0.027140083,441,161,-0.307549743,0.154516327
0.037504145,-0.03198711,451,161,-0.207506821,0.103275732
0.082390434,-0.006425039,461,161,-0.141316846,0.11761381
0.027429825,-0.064518473,471,161,-0.13241292,0.007409764
0.028515097,0.078338032,481,161,-0.083999384,0.119789484
-0.124359787,0.025758452,491,161,-0.213371723,0.056755077
-0.010588454,-0.161457148,501,161,-0.084095066,-0.136072829
-0.069350245,0.002236857,1,171,-0.010049334,0.05279676
0.027612464,-0.02347406,11,171,0.089134869,0.030286082
-0.039151692,0.026933264,21,171,0.02464634,0.084423322
-0.019994881,-0.056307661,31,171,0.046111133,0.005672545
-0.043766076,0.061047381,41,171,0.024656357,0.128622846
0.03298198,0.01737097,51,171,0.103728676,0.092119145
-0.047746022,0.021790336,61,171,0.025423779,0.105811223
0.033971976,-0.080045288,71,171,0.109962136,0.015592711
0.025816118,0.024089524,81,171,0.105577305,0.132884011
-0.019096529,0.100108557,91,171,0.065832175,0.22076558
0.021280858,0.068688643,101,171,0.11218529,0.195231037
-0.082999682,0.001860278,111,171,0.012617042,0.124424343
0.09864757,0.006409294,121,171,0.195463304,0.114981815
-0.000967584,-0.006749824,131,171,0.092853076,0.08088051
-0.050301803,0.045343546,141,171,0.03729777,0.108272797
0.026608791,0.077293526,151,171,0.106303215,0.11283431
0.017688583,0.044017806,161,171,0.089082098,0.047701934
0.009623791,-0.038572682,171,171,0.072803631,-0.07636319
0.043850868,0.050140064,181,171,0.096773209,-0.04777684
-0.035562939,0.051276964,191,171,-0.003539523,-0.128682024
0.05919392,-0.044783442,201,171,0.062781495,-0.278283327
-0.003325973,0.068456404,211,171,-0.011056201,-0.131407145
-0.013618438,-0.032965659,221,171,-0.016166092,-0.182567456
-0.000211461,0.079894946,231,171,0.009949817,-0.042298479
-0.069107219,-0.006117359,241,171,-0.044876506,-0.122205047
-0.022395878,-0.016075635,251,171,0.017570283,-0.142610956
-0.027496467,-0.075871155,261,171,0.033294089,-0.23013066
-0.074066956,-0.096465996,271,171,0.020551243,-0.307816388
0.001888432,0.030926281,281,171,0.174984783,-0.357443188
0.030162702,-0.012486901,291,171,0.265114991,-0.57467894
-0.048194065,-0.068252796,301,171,0.191104177,-0.655614836
-0.037098631,0.069599784,311,171,0.16826282,-0.446588748
0.041734159,0.03266735,321,171,0.133682849,-0.22157002
0.000173391,-0.062627584,331,171,0.030035668,-0.164534441
-0.022373733,-0.004699481,341,171,-0.027773949,-0.024204024
-0.028190088,-0.07542553,351,171,-0.064840354,-0.046316575
-0.048549734,-0.015350011,361,171,-0.111375533,0.030553614
0.049829943,0.015018656,371,171,-0.030513075,0.062016244
-0.045034593,0.156200398,381,171,-0.13650876,0.202346831
0.04565704,0.054604513,391,171,-0.054091979,0.100824158
0.02536534,0.005403878,401,171,-0.082292838,0.052122095
-0.025642104,0.045458319,411,171,-0.143281378,0.094334813
-0.003484005,0.033173462,421,171,-0.136757146,0.09034884
-0.002582954,-0.020478894,431,171,-0.166517087,0.062107244
-0.019648727,-0.051173917,441,171,-0.230057326,0.07220942
0.049242574,-0.117552467,451,171,-0.164750385,0.011297057
0.051014848,0.018114989,461,171,-0.140319849,0.130296749
-0.018864204,-0.003990609,471,171,-0.143953282,0.052405732
0.004491511,0.075932529,481,171,-0.090591961,0.11258373
0.034382268,-0.071636828,491,171,-0.043110675,-0.043286667
0.049624895,-0.066055223,501,171,-0.015427344,-0.042411276
-0.043546655,-0.023488696,1,181,0.013279705,0.027993222
-0.072153875,-0.063522738,11,181,-0.013983831,-0.008841936
-0.051399416,-0.033490733,21,181,0.007942366,0.02480633
0.111135182,-0.123294498,31,181,0.171430884,-0.060827742
-0.009986085,0.050356252,41,181,0.051018925,0.117725978
-0.044870804,-0.010688655,51,181,0.016625716,0.062512358
-0.020320364,-0.00935859,61,181,0.041584928,0.07070911
